Time,City,Product,Sales
week31,city1,product3,107.0
week32,city1,product3,99.0
week33,city1,product3,98.0
week34,city1,product3,94.0
week35,city1,product3,107.0
week36,city1,product3,100.0
week37,city1,product3,106.0
week38,city1,product3,94.0
week39,city1,product3,104.0
week40,city1,product3,99.0
week41,city1,product3,96.0
week42,city1,product3,109.0
week43,city1,product3,108.0
week44,city1,product3,98.0
week45,city1,product3,99.0
week46,city1,product3,95.0
week47,city1,product3,110.0
week48,city1,product3,104.0
week49,city1,product3,109.0
week50,city1,product3,96.0
week51,city1,product3,98.0
week52,city1,product3,106.0
week1,city1,product4,110.0
week2,city1,product4,105.0
week3,city1,product4,102.0
week4,city1,product4,110.0
week5,city1,product4,107.0
week6,city1,product4,110.0
week7,city1,product4,109.0
week8,city1,product4,106.0
week9,city1,product4,109.0
week10,city1,product4,106.0
week11,city1,product4,108.0
week12,city1,product4,99.0
week13,city1,product4,98.0
week14,city1,product4,102.0
week15,city1,product4,108.0
week16,city1,product4,102.0
week17,city1,product4,96.0
week18,city1,product4,104.0
week19,city1,product4,96.0
week20,city1,product4,106.0
week21,city1,product4,105.0
week22,city1,product4,102.0
week23,city1,product4,96.0
week24,city1,product4,94.0
week25,city1,product4,97.0
week26,city1,product4,108.0
week27,city1,product4,99.0
week28,city1,product4,97.0
week29,city1,product4,111.0
week30,city1,product4,112.0
week31,city1,product4,107.0
week32,city1,product4,100.0
week33,city1,product4,101.0
week34,city1,product4,96.0
week35,city1,product4,108.0
week36,city1,product4,100.0
week37,city1,product4,106.0
week38,city1,product4,96.0
week39,city1,product4,106.0
week40,city1,product4,99.0
week41,city1,product4,98.0
week42,city1,product4,110.0
week43,city1,product4,108.0
week44,city1,product4,100.0
week45,city1,product4,100.0
week46,city1,product4,95.0
week47,city1,product4,111.0
week48,city1,product4,106.0
week49,city1,product4,109.0
week50,city1,product4,98.0
week51,city1,product4,99.0
week52,city1,product4,107.0
week1,city1,product5,101.0
week2,city1,product5,96.0
week3,city1,product5,92.0
week4,city1,product5,101.0
week5,city1,product5,98.0
week6,city1,product5,102.0
week7,city1,product5,101.0
week8,city1,product5,99.0
week9,city1,product5,99.0
week10,city1,product5,98.0
week11,city1,product5,100.0
week12,city1,product5,92.0
week13,city1,product5,91.0
week14,city1,product5,94.0
week15,city1,product5,100.0
week16,city1,product5,94.0
week17,city1,product5,88.0
week18,city1,product5,94.0
week19,city1,product5,88.0
week20,city1,product5,98.0
week21,city1,product5,98.0
week22,city1,product5,93.0
week23,city1,product5,86.0
week24,city1,product5,86.0
week25,city1,product5,88.0
week26,city1,product5,98.0
week27,city1,product5,91.0
week28,city1,product5,88.0
week29,city1,product5,104.0
week30,city1,product5,103.0
week31,city1,product5,99.0
week32,city1,product5,92.0
week33,city1,product5,92.0
week34,city1,product5,86.0
week35,city1,product5,99.0
week36,city1,product5,93.0
week37,city1,product5,99.0
week38,city1,product5,87.0
week39,city1,product5,98.0
week40,city1,product5,91.0
week41,city1,product5,87.0
week42,city1,product5,100.0
week43,city1,product5,100.0
week44,city1,product5,92.0
week45,city1,product5,91.0
week46,city1,product5,87.0
week47,city1,product5,102.0
week48,city1,product5,96.0
week49,city1,product5,100.0
week50,city1,product5,90.0
week51,city1,product5,91.0
week52,city1,product5,97.0
week1,city1,product6,101.0
week2,city1,product6,96.0
week3,city1,product6,93.0
week4,city1,product6,100.0
week5,city1,product6,99.0
week6,city1,product6,102.0
week7,city1,product6,101.0
week8,city1,product6,98.0
week9,city1,product6,99.0
week10,city1,product6,97.0
week11,city1,product6,100.0
week12,city1,product6,89.0
week13,city1,product6,89.0
week14,city1,product6,95.0
week15,city1,product6,101.0
week16,city1,product6,93.0
week17,city1,product6,88.0
week18,city1,product6,96.0
week19,city1,product6,89.0
week20,city1,product6,98.0
week21,city1,product6,96.0
week22,city1,product6,93.0
week23,city1,product6,86.0
week24,city1,product6,85.0
week25,city1,product6,87.0
week26,city1,product6,99.0
week27,city1,product6,91.0
week28,city1,product6,87.0
week29,city1,product6,103.0
week30,city1,product6,104.0
week31,city1,product6,98.0
week32,city1,product6,93.0
week33,city1,product6,92.0
week34,city1,product6,86.0
week35,city1,product6,100.0
week36,city1,product6,92.0
week37,city1,product6,98.0
week38,city1,product6,86.0
week39,city1,product6,96.0
week40,city1,product6,90.0
week41,city1,product6,88.0
week42,city1,product6,100.0
week43,city1,product6,100.0
week44,city1,product6,91.0
week45,city1,product6,92.0
week46,city1,product6,87.0
week47,city1,product6,102.0
week48,city1,product6,96.0
week49,city1,product6,100.0
week50,city1,product6,90.0
week51,city1,product6,90.0
week52,city1,product6,100.0
week1,city1,product7,114.0
week2,city1,product7,108.0
week3,city1,product7,105.0
week4,city1,product7,112.0
week5,city1,product7,112.0
week6,city1,product7,113.0
week7,city1,product7,113.0
week8,city1,product7,110.0
week9,city1,product7,111.0
week10,city1,product7,109.0
week11,city1,product7,114.0
week12,city1,product7,102.0
week13,city1,product7,102.0
week14,city1,product7,107.0
week15,city1,product7,113.0
week16,city1,product7,105.0
week17,city1,product7,98.0
week18,city1,product7,107.0
week19,city1,product7,100.0
week20,city1,product7,112.0
week21,city1,product7,111.0
week22,city1,product7,106.0
week23,city1,product7,99.0
week24,city1,product7,98.0
week25,city1,product7,101.0
week26,city1,product7,111.0
week27,city1,product7,103.0
week28,city1,product7,100.0
week29,city1,product7,115.0
week30,city1,product7,115.0
week31,city1,product7,112.0
week32,city1,product7,105.0
week33,city1,product7,105.0
week34,city1,product7,98.0
week35,city1,product7,112.0
week36,city1,product7,104.0
week37,city1,product7,111.0
week38,city1,product7,100.0
week39,city1,product7,109.0
week40,city1,product7,102.0
week41,city1,product7,100.0
week42,city1,product7,112.0
week43,city1,product7,112.0
week44,city1,product7,104.0
week45,city1,product7,104.0
week46,city1,product7,100.0
week47,city1,product7,115.0
week48,city1,product7,109.0
week49,city1,product7,112.0
week50,city1,product7,101.0
week51,city1,product7,102.0
week52,city1,product7,109.0
week1,city1,product8,104.0
week2,city1,product8,101.0
week3,city1,product8,96.0
week4,city1,product8,106.0
week5,city1,product8,104.0
week6,city1,product8,106.0
week7,city1,product8,105.0
week8,city1,product8,104.0
week9,city1,product8,103.0
week10,city1,product8,102.0
week11,city1,product8,105.0
week12,city1,product8,93.0
week13,city1,product8,94.0
week14,city1,product8,98.0
week15,city1,product8,104.0
week16,city1,product8,98.0
week17,city1,product8,92.0
week18,city1,product8,99.0
week19,city1,product8,93.0
week20,city1,product8,102.0
week21,city1,product8,102.0
week22,city1,product8,96.0
week23,city1,product8,91.0
week24,city1,product8,90.0
week25,city1,product8,93.0
week26,city1,product8,103.0
week27,city1,product8,94.0
week28,city1,product8,92.0
week29,city1,product8,108.0
week30,city1,product8,108.0
week31,city1,product8,103.0
week32,city1,product8,96.0
week33,city1,product8,97.0
week34,city1,product8,91.0
week35,city1,product8,104.0
week36,city1,product8,95.0
week37,city1,product8,102.0
week38,city1,product8,91.0
week39,city1,product8,100.0
week40,city1,product8,95.0
week41,city1,product8,92.0
week42,city1,product8,105.0
week43,city1,product8,104.0
week44,city1,product8,96.0
week45,city1,product8,95.0
week46,city1,product8,92.0
week47,city1,product8,106.0
week48,city1,product8,102.0
week49,city1,product8,104.0
week50,city1,product8,95.0
week51,city1,product8,95.0
week52,city1,product8,104.0
week1,city1,product9,104.0
week2,city1,product9,99.0
week3,city1,product9,94.0
week4,city1,product9,105.0
week5,city1,product9,101.0
week6,city1,product9,104.0
week7,city1,product9,102.0
week8,city1,product9,100.0
week9,city1,product9,101.0
week10,city1,product9,100.0
week11,city1,product9,102.0
week12,city1,product9,92.0
week13,city1,product9,93.0
week14,city1,product9,97.0
week15,city1,product9,102.0
week16,city1,product9,96.0
week17,city1,product9,91.0
week18,city1,product9,98.0
week19,city1,product9,90.0
week20,city1,product9,100.0
week21,city1,product9,99.0
week22,city1,product9,95.0
week23,city1,product9,90.0
week24,city1,product9,88.0
week25,city1,product9,90.0
week26,city1,product9,101.0
week27,city1,product9,93.0
week28,city1,product9,91.0
week29,city1,product9,106.0
week30,city1,product9,105.0
week31,city1,product9,103.0
week32,city1,product9,94.0
week33,city1,product9,94.0
week34,city1,product9,88.0
week35,city1,product9,103.0
week36,city1,product9,94.0
week37,city1,product9,101.0
week38,city1,product9,90.0
week39,city1,product9,98.0
week40,city1,product9,93.0
week41,city1,product9,90.0
week42,city1,product9,103.0
week43,city1,product9,103.0
week44,city1,product9,95.0
week45,city1,product9,93.0
week46,city1,product9,89.0
week47,city1,product9,104.0
week48,city1,product9,100.0
week49,city1,product9,102.0
week50,city1,product9,92.0
week51,city1,product9,94.0
week52,city1,product9,101.0
week1,city1,product10,107.0
week2,city1,product10,102.0
week3,city1,product10,99.0
week4,city1,product10,107.0
week5,city1,product10,106.0
week6,city1,product10,107.0
week7,city1,product10,107.0
week8,city1,product10,104.0
week9,city1,product10,105.0
week10,city1,product10,103.0
week11,city1,product10,107.0
week12,city1,product10,95.0
week13,city1,product10,96.0
week14,city1,product10,100.0
week15,city1,product10,106.0
week16,city1,product10,99.0
week17,city1,product10,93.0
week18,city1,product10,101.0
week19,city1,product10,93.0
week20,city1,product10,104.0
week21,city1,product10,103.0
week22,city1,product10,98.0
week23,city1,product10,94.0
week24,city1,product10,92.0
week25,city1,product10,95.0
week26,city1,product10,104.0
week27,city1,product10,96.0
week28,city1,product10,93.0
week29,city1,product10,109.0
week30,city1,product10,110.0
week31,city1,product10,104.0
week32,city1,product10,97.0
week33,city1,product10,97.0
week34,city1,product10,91.0
week35,city1,product10,106.0
week36,city1,product10,97.0
week37,city1,product10,104.0
week38,city1,product10,94.0
week39,city1,product10,103.0
week40,city1,product10,96.0
week41,city1,product10,95.0
week42,city1,product10,105.0
week43,city1,product10,105.0
week44,city1,product10,97.0
week45,city1,product10,99.0
week46,city1,product10,93.0
week47,city1,product10,108.0
week48,city1,product10,103.0
week49,city1,product10,107.0
week50,city1,product10,94.0
week51,city1,product10,96.0
week52,city1,product10,104.0
week1,city1,product11,110.0
week2,city1,product11,106.0
week3,city1,product11,101.0
week4,city1,product11,110.0
week5,city1,product11,108.0
week6,city1,product11,110.0
week7,city1,product11,110.0
week8,city1,product11,108.0
week9,city1,product11,108.0
week10,city1,product11,108.0
week11,city1,product11,110.0
week12,city1,product11,99.0
week13,city1,product11,100.0
week14,city1,product11,104.0
week15,city1,product11,111.0
week16,city1,product11,102.0
week17,city1,product11,97.0
week18,city1,product11,105.0
week19,city1,product11,98.0
week20,city1,product11,108.0
week21,city1,product11,106.0
week22,city1,product11,102.0
week23,city1,product11,97.0
week24,city1,product11,96.0
week25,city1,product11,100.0
week26,city1,product11,108.0
week27,city1,product11,99.0
week28,city1,product11,97.0
week29,city1,product11,111.0
week30,city1,product11,113.0
week31,city1,product11,109.0
week32,city1,product11,100.0
week33,city1,product11,100.0
week34,city1,product11,96.0
week35,city1,product11,109.0
week36,city1,product11,102.0
week37,city1,product11,108.0
week38,city1,product11,96.0
week39,city1,product11,107.0
week40,city1,product11,100.0
week41,city1,product11,97.0
week42,city1,product11,111.0
week43,city1,product11,109.0
week44,city1,product11,101.0
week45,city1,product11,103.0
week46,city1,product11,96.0
week47,city1,product11,111.0
week48,city1,product11,106.0
week49,city1,product11,110.0
week50,city1,product11,99.0
week51,city1,product11,99.0
week52,city1,product11,108.0
week1,city1,product12,107.0
week2,city1,product12,104.0
week3,city1,product12,100.0
week4,city1,product12,109.0
week5,city1,product12,106.0
week6,city1,product12,108.0
week7,city1,product12,108.0
week8,city1,product12,105.0
week9,city1,product12,106.0
week10,city1,product12,105.0
week11,city1,product12,108.0
week12,city1,product12,97.0
week13,city1,product12,96.0
week14,city1,product12,101.0
week15,city1,product12,108.0
week16,city1,product12,101.0
week17,city1,product12,95.0
week18,city1,product12,101.0
week19,city1,product12,96.0
week20,city1,product12,106.0
week21,city1,product12,103.0
week22,city1,product12,98.0
week23,city1,product12,95.0
week24,city1,product12,93.0
week25,city1,product12,94.0
week26,city1,product12,105.0
week27,city1,product12,98.0
week28,city1,product12,96.0
week29,city1,product12,110.0
week30,city1,product12,110.0
week31,city1,product12,106.0
week32,city1,product12,98.0
week33,city1,product12,99.0
week34,city1,product12,92.0
week35,city1,product12,107.0
week36,city1,product12,99.0
week37,city1,product12,104.0
week38,city1,product12,94.0
week39,city1,product12,103.0
week40,city1,product12,98.0
week41,city1,product12,94.0
week42,city1,product12,107.0
week43,city1,product12,107.0
week44,city1,product12,100.0
week45,city1,product12,98.0
week46,city1,product12,93.0
week47,city1,product12,109.0
week48,city1,product12,104.0
week49,city1,product12,108.0
week50,city1,product12,96.0
week51,city1,product12,98.0
week52,city1,product12,104.0
week1,city1,product13,99.0
week2,city1,product13,98.0
week3,city1,product13,90.0
week4,city1,product13,100.0
week5,city1,product13,98.0
week6,city1,product13,100.0
week7,city1,product13,100.0
week8,city1,product13,97.0
week9,city1,product13,98.0
week10,city1,product13,97.0
week11,city1,product13,99.0
week12,city1,product13,88.0
week13,city1,product13,89.0
week14,city1,product13,94.0
week15,city1,product13,99.0
week16,city1,product13,91.0
week17,city1,product13,86.0
week18,city1,product13,93.0
week19,city1,product13,86.0
week20,city1,product13,98.0
week21,city1,product13,96.0
week22,city1,product13,92.0
week23,city1,product13,86.0
week24,city1,product13,85.0
week25,city1,product13,86.0
week26,city1,product13,97.0
week27,city1,product13,90.0
week28,city1,product13,87.0
week29,city1,product13,102.0
week30,city1,product13,102.0
week31,city1,product13,98.0
week32,city1,product13,90.0
week33,city1,product13,92.0
week34,city1,product13,84.0
week35,city1,product13,100.0
week36,city1,product13,91.0
week37,city1,product13,96.0
week38,city1,product13,86.0
week39,city1,product13,96.0
week40,city1,product13,90.0
week41,city1,product13,86.0
week42,city1,product13,100.0
week43,city1,product13,98.0
week44,city1,product13,89.0
week45,city1,product13,90.0
week46,city1,product13,85.0
week47,city1,product13,99.0
week48,city1,product13,96.0
week49,city1,product13,98.0
week50,city1,product13,88.0
week51,city1,product13,90.0
week52,city1,product13,97.0
week1,city1,product14,105.0
week2,city1,product14,102.0
week3,city1,product14,97.0
week4,city1,product14,105.0
week5,city1,product14,103.0
week6,city1,product14,106.0
week7,city1,product14,105.0
week8,city1,product14,103.0
week9,city1,product14,104.0
week10,city1,product14,101.0
week11,city1,product14,105.0
week12,city1,product14,95.0
week13,city1,product14,95.0
week14,city1,product14,98.0
week15,city1,product14,104.0
week16,city1,product14,98.0
week17,city1,product14,92.0
week18,city1,product14,99.0
week19,city1,product14,95.0
week20,city1,product14,100.0
week21,city1,product14,102.0
week22,city1,product14,98.0
week23,city1,product14,91.0
week24,city1,product14,90.0
week25,city1,product14,92.0
week26,city1,product14,103.0
week27,city1,product14,95.0
week28,city1,product14,91.0
week29,city1,product14,107.0
week30,city1,product14,107.0
week31,city1,product14,103.0
week32,city1,product14,94.0
week33,city1,product14,97.0
week34,city1,product14,92.0
week35,city1,product14,104.0
week36,city1,product14,97.0
week37,city1,product14,104.0
week38,city1,product14,92.0
week39,city1,product14,101.0
week40,city1,product14,96.0
week41,city1,product14,91.0
week42,city1,product14,105.0
week43,city1,product14,105.0
week44,city1,product14,96.0
week45,city1,product14,96.0
week46,city1,product14,92.0
week47,city1,product14,107.0
week48,city1,product14,103.0
week49,city1,product14,104.0
week50,city1,product14,93.0
week51,city1,product14,96.0
week52,city1,product14,102.0
week1,city1,product15,102.0
week2,city1,product15,98.0
week3,city1,product15,94.0
week4,city1,product15,103.0
week5,city1,product15,100.0
week6,city1,product15,102.0
week7,city1,product15,101.0
week8,city1,product15,100.0
week9,city1,product15,101.0
week10,city1,product15,99.0
week11,city1,product15,101.0
week12,city1,product15,91.0
week13,city1,product15,90.0
week14,city1,product15,96.0
week15,city1,product15,102.0
week16,city1,product15,94.0
week17,city1,product15,90.0
week18,city1,product15,97.0
week19,city1,product15,89.0
week20,city1,product15,100.0
week21,city1,product15,98.0
week22,city1,product15,95.0
week23,city1,product15,88.0
week24,city1,product15,87.0
week25,city1,product15,90.0
week26,city1,product15,100.0
week27,city1,product15,92.0
week28,city1,product15,88.0
week29,city1,product15,104.0
week30,city1,product15,104.0
week31,city1,product15,99.0
week32,city1,product15,93.0
week33,city1,product15,93.0
week34,city1,product15,88.0
week35,city1,product15,100.0
week36,city1,product15,92.0
week37,city1,product15,100.0
week38,city1,product15,89.0
week39,city1,product15,97.0
week40,city1,product15,91.0
week41,city1,product15,90.0
week42,city1,product15,102.0
week43,city1,product15,102.0
week44,city1,product15,93.0
week45,city1,product15,92.0
week46,city1,product15,88.0
week47,city1,product15,104.0
week48,city1,product15,98.0
week49,city1,product15,102.0
week50,city1,product15,91.0
week51,city1,product15,92.0
week52,city1,product15,98.0
week1,city1,product16,104.0
week2,city1,product16,100.0
week3,city1,product16,95.0
week4,city1,product16,105.0
week5,city1,product16,103.0
week6,city1,product16,105.0
week7,city1,product16,104.0
week8,city1,product16,103.0
week9,city1,product16,101.0
week10,city1,product16,100.0
week11,city1,product16,104.0
week12,city1,product16,93.0
week13,city1,product16,94.0
week14,city1,product16,99.0
week15,city1,product16,103.0
week16,city1,product16,97.0
week17,city1,product16,92.0
week18,city1,product16,98.0
week19,city1,product16,92.0
week20,city1,product16,103.0
week21,city1,product16,103.0
week22,city1,product16,97.0
week23,city1,product16,90.0
week24,city1,product16,89.0
week25,city1,product16,91.0
week26,city1,product16,102.0
week27,city1,product16,94.0
week28,city1,product16,92.0
week29,city1,product16,106.0
week30,city1,product16,106.0
week31,city1,product16,103.0
week32,city1,product16,94.0
week33,city1,product16,95.0
week34,city1,product16,90.0
week35,city1,product16,103.0
week36,city1,product16,96.0
week37,city1,product16,101.0
week38,city1,product16,90.0
week39,city1,product16,100.0
week40,city1,product16,94.0
week41,city1,product16,91.0
week42,city1,product16,103.0
week43,city1,product16,104.0
week44,city1,product16,96.0
week45,city1,product16,94.0
week46,city1,product16,90.0
week47,city1,product16,105.0
week48,city1,product16,101.0
week49,city1,product16,103.0
week50,city1,product16,93.0
week51,city1,product16,93.0
week52,city1,product16,102.0
week1,city1,product17,110.0
week2,city1,product17,106.0
week3,city1,product17,103.0
week4,city1,product17,112.0
week5,city1,product17,109.0
week6,city1,product17,112.0
week7,city1,product17,111.0
week8,city1,product17,109.0
week9,city1,product17,109.0
week10,city1,product17,108.0
week11,city1,product17,111.0
week12,city1,product17,102.0
week13,city1,product17,101.0
week14,city1,product17,104.0
week15,city1,product17,110.0
week16,city1,product17,104.0
week17,city1,product17,98.0
week18,city1,product17,104.0
week19,city1,product17,100.0
week20,city1,product17,108.0
week21,city1,product17,107.0
week22,city1,product17,103.0
week23,city1,product17,97.0
week24,city1,product17,96.0
week25,city1,product17,98.0
week26,city1,product17,108.0
week27,city1,product17,101.0
week28,city1,product17,98.0
week29,city1,product17,114.0
week30,city1,product17,115.0
week31,city1,product17,108.0
week32,city1,product17,103.0
week33,city1,product17,102.0
week34,city1,product17,97.0
week35,city1,product17,110.0
week36,city1,product17,102.0
week37,city1,product17,108.0
week38,city1,product17,98.0
week39,city1,product17,106.0
week40,city1,product17,101.0
week41,city1,product17,98.0
week42,city1,product17,110.0
week43,city1,product17,110.0
week44,city1,product17,102.0
week45,city1,product17,102.0
week46,city1,product17,98.0
week47,city1,product17,112.0
week48,city1,product17,108.0
week49,city1,product17,111.0
week50,city1,product17,100.0
week51,city1,product17,100.0
week52,city1,product17,108.0
week1,city1,product18,106.0
week2,city1,product18,102.0
week3,city1,product18,98.0
week4,city1,product18,107.0
week5,city1,product18,106.0
week6,city1,product18,107.0
week7,city1,product18,106.0
week8,city1,product18,104.0
week9,city1,product18,104.0
week10,city1,product18,103.0
week11,city1,product18,107.0
week12,city1,product18,96.0
week13,city1,product18,96.0
week14,city1,product18,99.0
week15,city1,product18,106.0
week16,city1,product18,98.0
week17,city1,product18,92.0
week18,city1,product18,101.0
week19,city1,product18,94.0
week20,city1,product18,103.0
week21,city1,product18,102.0
week22,city1,product18,99.0
week23,city1,product18,92.0
week24,city1,product18,91.0
week25,city1,product18,94.0
week26,city1,product18,102.0
week27,city1,product18,97.0
week28,city1,product18,94.0
week29,city1,product18,108.0
week30,city1,product18,107.0
week31,city1,product18,105.0
week32,city1,product18,96.0
week33,city1,product18,96.0
week34,city1,product18,91.0
week35,city1,product18,105.0
week36,city1,product18,98.0
week37,city1,product18,103.0
week38,city1,product18,93.0
week39,city1,product18,101.0
week40,city1,product18,96.0
week41,city1,product18,94.0
week42,city1,product18,105.0
week43,city1,product18,105.0
week44,city1,product18,97.0
week45,city1,product18,96.0
week46,city1,product18,92.0
week47,city1,product18,107.0
week48,city1,product18,102.0
week49,city1,product18,106.0
week50,city1,product18,95.0
week51,city1,product18,95.0
week52,city1,product18,104.0
week1,city1,product19,113.0
week2,city1,product19,110.0
week3,city1,product19,107.0
week4,city1,product19,113.0
week5,city1,product19,114.0
week6,city1,product19,114.0
week7,city1,product19,115.0
week8,city1,product19,111.0
week9,city1,product19,112.0
week10,city1,product19,111.0
week11,city1,product19,114.0
week12,city1,product19,103.0
week13,city1,product19,104.0
week14,city1,product19,106.0
week15,city1,product19,114.0
week16,city1,product19,106.0
week17,city1,product19,100.0
week18,city1,product19,108.0
week19,city1,product19,99.0
week20,city1,product19,111.0
week21,city1,product19,110.0
week22,city1,product19,107.0
week23,city1,product19,100.0
week24,city1,product19,99.0
week25,city1,product19,101.0
week26,city1,product19,110.0
week27,city1,product19,103.0
week28,city1,product19,100.0
week29,city1,product19,116.0
week30,city1,product19,116.0
week31,city1,product19,112.0
week32,city1,product19,105.0
week33,city1,product19,105.0
week34,city1,product19,98.0
week35,city1,product19,112.0
week36,city1,product19,105.0
week37,city1,product19,110.0
week38,city1,product19,102.0
week39,city1,product19,109.0
week40,city1,product19,103.0
week41,city1,product19,102.0
week42,city1,product19,114.0
week43,city1,product19,113.0
week44,city1,product19,105.0
week45,city1,product19,103.0
week46,city1,product19,101.0
week47,city1,product19,116.0
week48,city1,product19,110.0
week49,city1,product19,113.0
week50,city1,product19,103.0
week51,city1,product19,103.0
week52,city1,product19,112.0
week1,city1,product20,112.0
week2,city1,product20,108.0
week3,city1,product20,103.0
week4,city1,product20,112.0
week5,city1,product20,111.0
week6,city1,product20,111.0
week7,city1,product20,113.0
week8,city1,product20,110.0
week9,city1,product20,109.0
week10,city1,product20,108.0
week11,city1,product20,112.0
week12,city1,product20,100.0
week13,city1,product20,102.0
week14,city1,product20,106.0
week15,city1,product20,112.0
week16,city1,product20,104.0
week17,city1,product20,98.0
week18,city1,product20,106.0
week19,city1,product20,100.0
week20,city1,product20,109.0
week21,city1,product20,108.0
week22,city1,product20,104.0
week23,city1,product20,98.0
week24,city1,product20,98.0
week25,city1,product20,99.0
week26,city1,product20,110.0
week27,city1,product20,102.0
week28,city1,product20,100.0
week29,city1,product20,115.0
week30,city1,product20,115.0
week31,city1,product20,109.0
week32,city1,product20,105.0
week33,city1,product20,104.0
week34,city1,product20,98.0
week35,city1,product20,111.0
week36,city1,product20,104.0
week37,city1,product20,110.0
week38,city1,product20,99.0
week39,city1,product20,107.0
week40,city1,product20,101.0
week41,city1,product20,99.0
week42,city1,product20,112.0
week43,city1,product20,111.0
week44,city1,product20,104.0
week45,city1,product20,103.0
week46,city1,product20,98.0
week47,city1,product20,114.0
week48,city1,product20,108.0
week49,city1,product20,112.0
week50,city1,product20,102.0
week51,city1,product20,101.0
week52,city1,product20,108.0
week1,city2,product1,109.0
week2,city2,product1,103.0
week3,city2,product1,98.0
week4,city2,product1,104.0
week5,city2,product1,108.0
week6,city2,product1,102.0
week7,city2,product1,106.0
week8,city2,product1,102.0
week9,city2,product1,103.0
week10,city2,product1,105.0
week11,city2,product1,109.0
week12,city2,product1,94.0
week13,city2,product1,98.0
week14,city2,product1,102.0
week15,city2,product1,106.0
week16,city2,product1,98.0
week17,city2,product1,97.0
week18,city2,product1,98.0
week19,city2,product1,94.0
week20,city2,product1,104.0
week21,city2,product1,102.0
week22,city2,product1,96.0
week23,city2,product1,94.0
week24,city2,product1,92.0
week25,city2,product1,98.0
week26,city2,product1,108.0
week27,city2,product1,98.0
week28,city2,product1,97.0
week29,city2,product1,110.0
week30,city2,product1,107.0
week31,city2,product1,104.0
week32,city2,product1,96.0
week33,city2,product1,99.0
week34,city2,product1,95.0
week35,city2,product1,104.0
